type,word,pos1,stemmed1,polarity
weaksubj,sticky,adj,n,negative
weaksubj,stiff,adj,n,negative
strongsubj,stifle,verb,y,negative
strongsubj,stifling,anypos,n,negative
strongsubj,stiflingly,anypos,n,negative
strongsubj,stigma,noun,n,negative
strongsubj,stigma,verb,y,negative
strongsubj,stigmatize,verb,y,negative
strongsubj,sting,adj,n,negative
weaksubj,sting,noun,n,negative
weaksubj,sting,verb,y,negative
strongsubj,stinging,adj,n,negative
strongsubj,stingingly,adj,n,negative
strongsubj,stink,noun,n,negative
strongsubj,stink,verb,y,negative
strongsubj,stinking,anypos,n,negative
strongsubj,stodgy,adj,n,negative
weaksubj,stole,verb,n,negative
weaksubj,stolen,adj,n,negative
weaksubj,stolen,verb,n,negative
strongsubj,stooge,anypos,n,negative
strongsubj,stooges,adj,n,negative
strongsubj,stooges,noun,n,negative
weaksubj,storm,verb,y,negative
weaksubj,stormy,adj,n,negative
weaksubj,straggle,verb,y,negative
weaksubj,straggler,noun,n,negative
weaksubj,strain,noun,n,negative
weaksubj,strain,verb,y,negative
weaksubj,strained,adj,n,negative
strongsubj,strange,adj,n,negative
strongsubj,strange,anypos,y,negative
strongsubj,strangely,anypos,y,negative
strongsubj,stranger,anypos,y,negative
strongsubj,strangest,anypos,y,negative
weaksubj,strangle,verb,y,negative
weaksubj,strenuous,adj,n,negative
strongsubj,stress,noun,n,negative
strongsubj,stress,verb,y,negative
strongsubj,stressful,adj,n,negative
strongsubj,stressfully,adverb,n,negative
strongsubj,stricken,adj,n,negative
strongsubj,strict,adj,n,negative
strongsubj,strictly,adverb,n,negative
strongsubj,strident,adj,n,negative
strongsubj,stridently,adverb,n,negative
strongsubj,strife,noun,n,negative
weaksubj,strike,verb,y,negative
weaksubj,stringent,adj,n,negative
weaksubj,stringently,adverb,n,negative
weaksubj,struck,verb,y,negative
strongsubj,struggle,adj,n,negative
strongsubj,struggle,noun,n,negative
strongsubj,strut,verb,y,negative
strongsubj,stubborn,adj,n,negative
strongsubj,stubbornly,adverb,n,negative
strongsubj,stubbornness,noun,n,negative
strongsubj,stuffy,adj,n,negative
weaksubj,stumble,anypos,y,negative
weaksubj,stump,verb,y,negative
weaksubj,stun,verb,y,negative
weaksubj,stunt,noun,n,negative
weaksubj,stunted,adj,n,negative
strongsubj,stupid,anypos,n,negative
strongsubj,stupidity,noun,n,negative
strongsubj,stupidly,anypos,n,negative
strongsubj,stupified,adj,n,negative
strongsubj,stupify,verb,y,negative
strongsubj,stupor,noun,n,negative
strongsubj,sty,adj,n,negative
strongsubj,sty,noun,n,negative
weaksubj,subdued,adj,n,negative
weaksubj,subjected,anypos,n,negative
weaksubj,subjection,noun,n,negative
strongsubj,subjugate,noun,n,negative
strongsubj,subjugate,verb,y,negative
strongsubj,subjugation,noun,n,negative
weaksubj,submissive,adj,n,negative
weaksubj,subordinate,adj,n,negative
weaksubj,subordinate,noun,n,negative
strongsubj,subservience,noun,n,negative
strongsubj,subservient,adj,n,negative
weaksubj,subside,verb,y,negative
weaksubj,substandard,adj,n,negative
weaksubj,subtract,verb,y,negative
weaksubj,subversion,noun,n,negative
weaksubj,subversive,adj,n,negative
weaksubj,subversively,adverb,n,negative
weaksubj,subvert,verb,y,negative
strongsubj,succumb,verb,y,negative
strongsubj,sucker,noun,n,negative
weaksubj,suffer,verb,y,negative
strongsubj,sufferer,noun,n,negative
strongsubj,sufferers,adj,n,negative
strongsubj,sufferers,noun,n,negative
strongsubj,suffering,adj,n,negative
strongsubj,suffering,noun,n,negative
strongsubj,suffocate,verb,y,negative
strongsubj,sugarcoat,verb,y,negative
strongsubj,sugarcoated,anypos,n,negative
strongsubj,sugarcoated,anypos,n,negative
weaksubj,suicidal,adj,n,negative
weaksubj,suicide,noun,n,negative
strongsubj,sulk,verb,y,negative
strongsubj,sullen,adj,n,negative
strongsubj,sully,verb,y,negative
strongsubj,sunder,verb,y,negative
strongsubj,superficial,adj,n,negative
strongsubj,superficial,noun,n,negative
strongsubj,superficiality,noun,n,negative
strongsubj,superficially,adverb,n,negative
strongsubj,superfluous,adj,n,negative
strongsubj,superiority,adj,n,negative
strongsubj,superiority,noun,n,negative
strongsubj,superstition,noun,n,negative
strongsubj,superstitious,noun,n,negative
weaksubj,supposed,anypos,y,negative
weaksubj,suppress,verb,y,negative
weaksubj,suppression,adj,n,negative
weaksubj,suppression,noun,n,negative
strongsubj,supremacy,adj,n,negative
strongsubj,supremacy,noun,n,negative
weaksubj,surrender,adj,n,negative
weaksubj,surrender,noun,n,negative
weaksubj,susceptible,adj,n,negative
weaksubj,suspect,adj,n,negative
weaksubj,suspect,noun,n,negative
weaksubj,suspicion,adj,n,negative
weaksubj,suspicion,noun,n,negative
strongsubj,suspicions,adj,n,negative
strongsubj,suspicions,noun,n,negative
strongsubj,suspicious,adj,n,negative
strongsubj,suspicious,anypos,n,negative
strongsubj,suspicious,anypos,y,negative
strongsubj,suspiciously,anypos,n,negative
strongsubj,swagger,verb,y,negative
strongsubj,swamped,anypos,n,negative
strongsubj,swear,verb,n,negative
strongsubj,swindle,verb,y,negative
strongsubj,swipe,adj,n,negative
strongsubj,swipe,noun,n,negative
weaksubj,swoon,verb,y,negative
strongsubj,swore,verb,n,negative
strongsubj,sympathetic,adj,n,negative
strongsubj,sympathetic,noun,n,negative
strongsubj,sympathetically,anypos,n,negative
strongsubj,sympathies,adj,n,negative
strongsubj,sympathies,noun,n,negative
strongsubj,sympathize,verb,y,negative
strongsubj,sympathy,adj,n,negative
strongsubj,sympathy,noun,n,negative
weaksubj,symptom,noun,n,negative
weaksubj,syndrome,adj,n,negative
weaksubj,syndrome,noun,n,negative
strongsubj,taboo,adj,n,negative
strongsubj,taboo,noun,n,negative
strongsubj,taint,verb,y,negative
strongsubj,tainted,anypos,n,negative
weaksubj,tamper,verb,y,negative
weaksubj,tangled,adj,n,negative
strongsubj,tantrum,noun,n,negative
weaksubj,tardy,adj,n,negative
weaksubj,tarnish,verb,y,negative
strongsubj,tattered,anypos,n,negative
strongsubj,taunt,noun,n,negative
strongsubj,taunt,verb,y,negative
strongsubj,taunting,anypos,n,negative
strongsubj,tauntingly,anypos,n,negative
strongsubj,taunts,noun,n,negative
strongsubj,tawdry,adj,n,negative
weaksubj,taxing,anypos,n,negative
weaksubj,tease,verb,y,negative
strongsubj,teasingly,anypos,n,negative
strongsubj,tedious,adj,n,negative
strongsubj,tediously,adverb,n,negative
strongsubj,temerity,noun,n,negative
strongsubj,temper,noun,n,negative
weaksubj,temper,verb,y,negative
weaksubj,tempest,noun,n,negative
strongsubj,temptation,noun,n,negative
weaksubj,tense,adj,n,negative
weaksubj,tension,adj,n,negative
weaksubj,tension,noun,n,negative
weaksubj,tentative,adj,n,negative
weaksubj,tentatively,adverb,n,negative
weaksubj,tenuous,adj,n,negative
weaksubj,tenuously,adverb,n,negative
weaksubj,tepid,adj,n,negative
strongsubj,terrible,adj,n,negative
strongsubj,terrible,anypos,y,negative
strongsubj,terribleness,noun,n,negative
strongsubj,terribly,anypos,n,negative
strongsubj,terror,noun,n,negative
strongsubj,terrorgenic,adj,n,negative
strongsubj,terrorgenic,noun,n,negative
weaksubj,terrorism,noun,n,negative
strongsubj,terrorize,verb,y,negative
strongsubj,thankless,anypos,n,negative
strongsubj,thirst,noun,n,negative
strongsubj,thirst,verb,y,negative
strongsubj,thorny,adj,n,negative
strongsubj,thorny,noun,n,negative
strongsubj,thoughtless,adj,n,negative
strongsubj,thoughtlessly,anypos,n,negative
strongsubj,thoughtlessness,noun,n,negative
weaksubj,thrash,verb,y,negative
weaksubj,threat,adj,n,negative
weaksubj,threat,noun,n,negative
weaksubj,threaten,verb,y,negative
weaksubj,threatening,adj,n,negative
weaksubj,threatening,noun,n,negative
weaksubj,threats,adj,n,negative
weaksubj,threats,noun,n,negative
strongsubj,throttle,verb,y,negative
weaksubj,throw,verb,y,negative
weaksubj,thumb,verb,y,negative
weaksubj,thumbs,adj,n,negative
weaksubj,thumbs,noun,n,negative
strongsubj,thwart,verb,y,negative
strongsubj,timid,adj,n,negative
strongsubj,timidity,noun,n,negative
strongsubj,timidly,adverb,n,negative
strongsubj,timidness,noun,n,negative
weaksubj,tiny,adj,n,negative
weaksubj,tire,verb,y,negative
strongsubj,tired,adj,n,negative
strongsubj,tiresome,adj,n,negative
strongsubj,tiring,adj,n,negative
strongsubj,tiring,noun,n,negative
strongsubj,tiringly,anypos,n,negative
strongsubj,toil,verb,y,negative
weaksubj,toll,adj,n,negative
weaksubj,toll,noun,n,negative
weaksubj,too,anypos,y,negative
weaksubj,topple,verb,y,negative
strongsubj,torment,noun,n,negative
strongsubj,torment,verb,y,negative
strongsubj,tormented,adj,n,negative
strongsubj,torrent,noun,n,negative
strongsubj,tortuous,adj,n,negative
weaksubj,torture,noun,n,negative
weaksubj,torture,verb,y,negative
weaksubj,tortured,adj,n,negative
strongsubj,torturous,adj,n,negative
strongsubj,torturously,anypos,n,negative
weaksubj,totalitarian,adj,n,negative
strongsubj,touchy,adj,n,negative
strongsubj,toughness,adj,n,negative
strongsubj,toughness,noun,n,negative
weaksubj,toxic,adj,n,negative
strongsubj,traduce,verb,y,negative
weaksubj,tragedy,adj,n,negative
weaksubj,tragedy,noun,n,negative
strongsubj,tragic,adj,n,negative
strongsubj,tragically,anypos,n,negative
strongsubj,traitor,noun,n,negative
strongsubj,traitorous,adj,n,negative
strongsubj,traitorously,adj,n,negative
strongsubj,traitorously,anypos,n,negative
strongsubj,tramp,noun,n,negative
strongsubj,trample,verb,y,negative
weaksubj,transgress,verb,y,negative
weaksubj,transgression,noun,n,negative
strongsubj,trauma,adj,n,negative
strongsubj,trauma,noun,n,negative
strongsubj,traumatic,adj,n,negative
strongsubj,traumatic,anypos,n,negative
strongsubj,traumatically,anypos,n,negative
strongsubj,traumatize,verb,y,negative
strongsubj,traumatized,adj,n,negative
strongsubj,travesties,noun,n,negative
strongsubj,travesty,noun,n,negative
strongsubj,travesty,verb,y,negative
weaksubj,treacherous,adj,n,negative
weaksubj,treacherously,adverb,n,negative
strongsubj,treachery,noun,n,negative
strongsubj,treason,noun,n,negative
strongsubj,treasonous,adj,n,negative
weaksubj,trial,noun,n,negative
strongsubj,trick,adj,n,negative
strongsubj,trick,noun,n,negative
strongsubj,trickery,noun,n,negative
strongsubj,tricky,adj,n,negative
strongsubj,tricky,noun,n,negative
strongsubj,trivial,adj,n,negative
strongsubj,trivial,noun,n,negative
strongsubj,trivialize,verb,y,negative
strongsubj,trivially,anypos,n,negative
weaksubj,trouble,adj,n,negative
strongsubj,trouble,anypos,y,negative
weaksubj,trouble,noun,n,negative
weaksubj,trouble,verb,y,negative
strongsubj,troublemaker,adj,n,negative
strongsubj,troublemaker,noun,n,negative
strongsubj,troublesome,adj,n,negative
strongsubj,troublesome,anypos,n,negative
strongsubj,troublesomely,anypos,n,negative
strongsubj,troubling,anypos,y,negative
strongsubj,troublingly,anypos,y,negative
weaksubj,truant,adj,n,negative
weaksubj,try,verb,y,negative
weaksubj,trying,adj,n,negative
weaksubj,tumultuous,adj,n,negative
weaksubj,turbulent,adj,n,negative
strongsubj,turmoil,noun,n,negative
strongsubj,twist,noun,n,negative
strongsubj,twist,verb,y,negative
strongsubj,twisted,adj,n,negative
weaksubj,twists,adj,n,negative
weaksubj,twists,noun,n,negative
strongsubj,tyrannical,adj,n,negative
strongsubj,tyrannically,anypos,n,negative
strongsubj,tyranny,noun,n,negative
strongsubj,tyrant,noun,n,negative
strongsubj,ugh,anypos,y,negative
strongsubj,ugliness,adj,n,negative
strongsubj,ugliness,noun,n,negative
strongsubj,ugly,adj,n,negative
strongsubj,ulterior,adj,n,negative
strongsubj,ultimatum,noun,n,negative
strongsubj,ultimatums,adj,n,negative
strongsubj,ultimatums,noun,n,negative
strongsubj,ultrahardline,adj,n,negative
strongsubj,ultrahardline,noun,n,negative
weaksubj,unable,adj,n,negative
strongsubj,unacceptable,adj,n,negative
strongsubj,unacceptablely,anypos,n,negative
weaksubj,unaccustomed,adj,n,negative
strongsubj,unattractive,adj,n,negative
weaksubj,unauthentic,adj,n,negative
weaksubj,unavailable,adj,n,negative
weaksubj,unavoidable,adj,n,negative
weaksubj,unavoidably,adverb,n,negative
strongsubj,unbearable,adj,n,negative
strongsubj,unbearablely,adverb,n,negative
strongsubj,unbelievable,anypos,n,negative
strongsubj,unbelievably,anypos,n,negative
weaksubj,uncertain,adj,n,negative
strongsubj,uncivil,adj,n,negative
strongsubj,uncivilized,adj,n,negative
strongsubj,uncivilized,noun,n,negative
strongsubj,unclean,adj,n,negative
weaksubj,unclear,adj,n,negative
weaksubj,uncollectible,adj,n,negative
weaksubj,uncomfortable,adj,n,negative
weaksubj,uncompetitive,adj,n,negative
strongsubj,uncompromising,adj,n,negative
strongsubj,uncompromisingly,anypos,n,negative
weaksubj,unconfirmed,adj,n,negative
weaksubj,unconstitutional,adj,n,negative
weaksubj,uncontrolled,adj,n,negative
strongsubj,unconvincing,adj,n,negative
strongsubj,unconvincingly,anypos,n,negative
strongsubj,uncouth,adj,n,negative
weaksubj,undecided,adj,n,negative
weaksubj,undefined,adj,n,negative
strongsubj,undependability,noun,n,negative
strongsubj,undependable,adj,n,negative
strongsubj,underdog,adj,n,negative
strongsubj,underdog,noun,n,negative
strongsubj,underestimate,verb,y,negative
strongsubj,underlings,adj,n,negative
strongsubj,underlings,noun,n,negative
strongsubj,undermine,verb,y,negative
weaksubj,underpaid,adj,n,negative
strongsubj,undesirable,adj,n,negative
weaksubj,undetermined,adj,n,negative
weaksubj,undid,verb,n,negative
strongsubj,undignified,adj,n,negative
weaksubj,undo,verb,n,negative
weaksubj,undocumented,adj,n,negative
weaksubj,undone,verb,n,negative
strongsubj,undue,adj,n,negative
strongsubj,unease,adj,n,negative
strongsubj,unease,noun,n,negative
strongsubj,uneasily,anypos,n,negative
strongsubj,uneasiness,adj,n,negative
strongsubj,uneasiness,noun,n,negative
strongsubj,uneasy,adj,n,negative
weaksubj,uneconomical,adj,n,negative
strongsubj,unequal,anypos,y,negative
strongsubj,unethical,adj,n,negative
weaksubj,uneven,adj,n,negative
weaksubj,uneventful,adj,n,negative
weaksubj,unexpected,adj,n,negative
strongsubj,unexpectedly,anypos,y,negative
weaksubj,unexplained,adj,n,negative
strongsubj,unfair,adj,n,negative
strongsubj,unfairly,adverb,n,negative
strongsubj,unfaithful,adj,n,negative
strongsubj,unfaithfully,adverb,n,negative
weaksubj,unfamiliar,anypos,n,negative
strongsubj,unfavorable,anypos,n,negative
strongsubj,unfeeling,adj,n,negative
weaksubj,unfinished,adj,n,negative
strongsubj,unfit,adj,n,negative
weaksubj,unforeseen,adj,n,negative
strongsubj,unfortunate,anypos,n,negative
strongsubj,unfortunately,anypos,y,negative
strongsubj,unfounded,adj,n,negative
strongsubj,unfriendly,adj,n,negative
weaksubj,unfulfilled,adj,n,negative
weaksubj,unfunded,adj,n,negative
strongsubj,ungovernable,adj,n,negative
strongsubj,ungovernable,noun,n,negative
strongsubj,ungrateful,adj,n,negative
strongsubj,unhappily,adverb,n,negative
strongsubj,unhappiness,noun,n,negative
strongsubj,unhappy,adj,n,negative
weaksubj,unhealthy,adj,n,negative
strongsubj,unilateralism,adj,n,negative
strongsubj,unilateralism,noun,n,negative
strongsubj,unimaginable,adj,n,negative
strongsubj,unimaginably,anypos,n,negative
strongsubj,unimportant,adj,n,negative
weaksubj,uninformed,adj,n,negative
weaksubj,uninsured,adj,n,negative
strongsubj,unipolar,adj,n,negative
strongsubj,unipolar,noun,n,negative
strongsubj,unjust,adj,n,negative
strongsubj,unjustifiable,adj,n,negative
strongsubj,unjustifiably,anypos,n,negative
weaksubj,unjustified,adj,n,negative
strongsubj,unjustly,anypos,y,negative
strongsubj,unkind,adj,n,negative
strongsubj,unkindly,adverb,n,negative
strongsubj,unlamentable,anypos,n,negative
strongsubj,unlamentably,anypos,n,negative
weaksubj,unlawful,adj,n,negative
weaksubj,unlawfully,adverb,n,negative
weaksubj,unlawfulness,adj,n,negative
weaksubj,unlawfulness,noun,n,negative
strongsubj,unleash,verb,y,negative
weaksubj,unlicensed,adj,n,negative
weaksubj,unlikely,anypos,y,negative
strongsubj,unlucky,adj,n,negative
weaksubj,unmoved,adj,n,negative
weaksubj,unnatural,anypos,n,negative
strongsubj,unnaturally,anypos,y,negative
weaksubj,unnecessary,adj,n,negative
weaksubj,unneeded,adj,n,negative
strongsubj,unnerve,verb,y,negative
strongsubj,unnerved,adj,n,negative
strongsubj,unnerving,anypos,n,negative
strongsubj,unnervingly,anypos,n,negative
weaksubj,unnoticed,adj,n,negative
weaksubj,unobserved,adj,n,negative
strongsubj,unorthodox,adj,n,negative
strongsubj,unorthodoxy,noun,n,negative
strongsubj,unpleasant,adj,n,negative
strongsubj,unpleasantries,adj,n,negative
strongsubj,unpleasantries,noun,n,negative
strongsubj,unpopular,adj,n,negative
strongsubj,unprecedent,adj,n,negative
strongsubj,unprecedented,anypos,n,negative
weaksubj,unpredictable,adj,n,negative
weaksubj,unprepared,adj,n,negative
weaksubj,unproductive,adj,n,negative
weaksubj,unprofitable,adj,n,negative
strongsubj,unqualified,adj,n,negative
strongsubj,unravel,adj,n,negative
strongsubj,unravel,noun,n,negative
weaksubj,unraveled,adj,n,negative
strongsubj,unrealistic,adj,n,negative
strongsubj,unreasonable,adj,n,negative
weaksubj,unreasonable,anypos,y,negative
strongsubj,unreasonably,anypos,n,negative
strongsubj,unrelenting,adj,n,negative
strongsubj,unrelenting,anypos,y,negative
strongsubj,unrelentingly,anypos,n,negative
strongsubj,unreliability,adj,n,negative
strongsubj,unreliability,noun,n,negative
strongsubj,unreliable,adj,n,negative
weaksubj,unresolved,adj,n,negative
strongsubj,unrest,noun,n,negative
strongsubj,unruly,adj,n,negative
weaksubj,unsafe,adj,n,negative
weaksubj,unsatisfactory,adj,n,negative
strongsubj,unsavory,adj,n,negative
strongsubj,unscrupulous,adj,n,negative
strongsubj,unscrupulously,anypos,n,negative
strongsubj,unseemly,anypos,y,negative
strongsubj,unsettle,verb,y,negative
weaksubj,unsettled,adj,n,negative
strongsubj,unsettling,anypos,y,negative
strongsubj,unsettlingly,anypos,n,negative
weaksubj,unskilled,adj,n,negative
strongsubj,unsophisticated,adj,n,negative
strongsubj,unsound,adj,n,negative
strongsubj,unspeakable,adj,n,negative
strongsubj,unspeakablely,adverb,n,negative
weaksubj,unspecified,adj,n,negative
weaksubj,unstable,adj,n,negative
weaksubj,unsteadily,adverb,n,negative
weaksubj,unsteadiness,noun,n,negative
weaksubj,unsteady,adj,n,negative
weaksubj,unsuccessful,adj,n,negative
weaksubj,unsuccessfully,adverb,n,negative
weaksubj,unsupported,adj,n,negative
weaksubj,unsure,adj,n,negative
strongsubj,unsuspecting,adj,n,negative
weaksubj,unsustainable,adj,n,negative
strongsubj,untenable,adj,n,negative
weaksubj,untested,adj,n,negative
strongsubj,unthinkable,adj,n,negative
strongsubj,unthinkably,anypos,n,negative
strongsubj,untimely,adj,n,negative
strongsubj,untrue,anypos,n,negative
strongsubj,untrustworthy,adj,n,negative
strongsubj,untruthful,adj,n,negative
weaksubj,unusual,anypos,n,negative
strongsubj,unusually,anypos,n,negative
strongsubj,unwanted,adj,n,negative
strongsubj,unwarranted,adj,n,negative
strongsubj,unwelcome,anypos,n,negative
strongsubj,unwieldy,adj,n,negative
strongsubj,unwilling,adj,n,negative
strongsubj,unwillingly,adverb,n,negative
strongsubj,unwillingness,noun,n,negative
strongsubj,unwise,adj,n,negative
strongsubj,unwisely,adverb,n,negative
strongsubj,unworkable,adj,n,negative
strongsubj,unworthy,adj,n,negative
strongsubj,unyielding,adj,n,negative
strongsubj,upbraid,verb,y,negative
strongsubj,upheaval,noun,n,negative
weaksubj,uprising,noun,n,negative
strongsubj,uproar,noun,n,negative
strongsubj,uproarious,anypos,n,negative
strongsubj,uproariously,anypos,n,negative
strongsubj,uproarous,adj,n,negative
strongsubj,uproarously,anypos,n,negative
weaksubj,uproot,verb,y,negative
weaksubj,upset,adj,n,negative
weaksubj,upset,verb,y,negative
strongsubj,upsetting,adj,n,negative
strongsubj,upsetting,anypos,y,negative
strongsubj,upsettingly,anypos,n,negative
strongsubj,urgency,adj,n,negative
strongsubj,urgency,noun,n,negative
weaksubj,urgent,adj,n,negative
weaksubj,urgent,noun,n,negative
weaksubj,urgently,adverb,n,negative
weaksubj,useless,adj,n,negative
strongsubj,usurp,verb,y,negative
strongsubj,usurper,noun,n,negative
strongsubj,utter,adj,n,negative
strongsubj,utterly,anypos,n,negative
strongsubj,vagrant,noun,n,negative
weaksubj,vague,adj,n,negative
weaksubj,vague,noun,n,negative
weaksubj,vagueness,noun,n,negative
strongsubj,vain,adj,n,negative
strongsubj,vainly,adj,n,negative
weaksubj,vanish,verb,y,negative
weaksubj,vanity,noun,n,negative
strongsubj,vehement,anypos,n,negative
strongsubj,vehemently,anypos,n,negative
strongsubj,vengeance,noun,n,negative
strongsubj,vengeful,anypos,n,negative
strongsubj,vengefully,anypos,n,negative
strongsubj,vengefulness,noun,n,negative
strongsubj,venom,adj,n,negative
strongsubj,venom,noun,n,negative
strongsubj,venomous,adj,n,negative
strongsubj,venomously,anypos,n,negative
strongsubj,vent,adj,n,negative
strongsubj,vent,noun,n,negative
strongsubj,vestiges,adj,n,negative
strongsubj,vestiges,noun,n,negative
strongsubj,veto,adj,n,negative
strongsubj,veto,noun,n,negative
strongsubj,vex,anypos,y,negative
strongsubj,vex,verb,y,negative
strongsubj,vexation,noun,n,negative
strongsubj,vexing,anypos,n,negative
strongsubj,vexingly,anypos,n,negative
strongsubj,vice,noun,n,negative
strongsubj,vicious,adj,n,negative
strongsubj,viciously,anypos,n,negative
strongsubj,viciousness,noun,n,negative
strongsubj,victimize,verb,y,negative
strongsubj,vie,verb,y,negative
strongsubj,vile,adj,n,negative
strongsubj,vileness,noun,n,negative
strongsubj,vilify,verb,y,negative
strongsubj,villainous,anypos,n,negative
strongsubj,villainously,anypos,n,negative
strongsubj,villains,adj,n,negative
strongsubj,villains,noun,n,negative
strongsubj,villian,noun,n,negative
strongsubj,villianous,adj,n,negative
strongsubj,villianously,anypos,n,negative
strongsubj,villify,verb,y,negative
strongsubj,vindictive,anypos,n,negative
strongsubj,vindictively,anypos,n,negative
strongsubj,vindictiveness,noun,n,negative
strongsubj,violate,verb,y,negative
weaksubj,violation,noun,n,negative
strongsubj,violator,adj,n,negative
strongsubj,violator,noun,n,negative
weaksubj,violent,adj,n,negative
weaksubj,violently,adverb,n,negative
weaksubj,viper,noun,n,negative
strongsubj,virulence,noun,n,negative
strongsubj,virulent,adj,n,negative
strongsubj,virulently,anypos,n,negative
strongsubj,virus,adj,n,negative
strongsubj,virus,noun,n,negative
weaksubj,vocally,adverb,n,negative
strongsubj,vociferous,adj,n,negative
strongsubj,vociferously,anypos,n,negative
weaksubj,void,noun,n,negative
weaksubj,volatile,adj,n,negative
weaksubj,volatility,noun,n,negative
weaksubj,vomit,noun,n,negative
weaksubj,vomit,verb,y,negative
strongsubj,vulgar,adj,n,negative
strongsubj,wail,verb,y,negative
weaksubj,wallow,verb,y,negative
weaksubj,wane,verb,y,negative
strongsubj,waning,adj,n,negative
strongsubj,waning,noun,n,negative
strongsubj,wanton,adj,n,negative
weaksubj,war,adj,n,negative
weaksubj,war,noun,n,negative
weaksubj,warfare,noun,n,negative
strongsubj,warily,adverb,n,negative
strongsubj,wariness,noun,n,negative
strongsubj,warlike,adj,n,negative
strongsubj,warlike,adj,n,negative
strongsubj,warlike,noun,n,negative
weaksubj,warning,adj,n,negative
weaksubj,warning,noun,n,negative
weaksubj,warp,verb,y,negative
weaksubj,warped,adj,n,negative
strongsubj,wary,adj,n,negative
weaksubj,waste,noun,n,negative
weaksubj,waste,verb,y,negative
weaksubj,wasteful,adj,n,negative
weaksubj,wastefulness,noun,n,negative
strongsubj,watchdog,adj,n,negative
strongsubj,watchdog,noun,n,negative
strongsubj,wayward,adj,n,negative
weaksubj,weak,adj,n,negative
strongsubj,weaken,verb,y,negative
strongsubj,weakening,adj,n,negative
strongsubj,weakening,noun,n,negative
strongsubj,weakness,adj,n,negative
strongsubj,weakness,noun,n,negative
strongsubj,weaknesses,adj,n,negative
strongsubj,weaknesses,noun,n,negative
strongsubj,weariness,noun,n,negative
strongsubj,wearisome,adj,n,negative
strongsubj,weary,adj,n,negative
strongsubj,weary,noun,n,negative
weaksubj,weary,verb,y,negative
weaksubj,wedge,adj,n,negative
weaksubj,wedge,noun,n,negative
strongsubj,wee,adj,n,negative
weaksubj,weed,noun,n,negative
weaksubj,weep,verb,y,negative
strongsubj,weird,adj,n,negative
strongsubj,weird,noun,n,negative
strongsubj,weirdly,adverb,n,negative
weaksubj,whatever,anypos,y,negative
strongsubj,wheedle,verb,y,negative
strongsubj,whimper,verb,y,negative
strongsubj,whine,anypos,y,negative
strongsubj,whine,verb,y,negative
strongsubj,whips,adj,n,negative
strongsubj,whips,noun,n,negative
strongsubj,wicked,adj,n,negative
strongsubj,wickedly,anypos,n,negative
strongsubj,wickedness,noun,n,negative
weaksubj,widespread,adj,n,negative
weaksubj,wild,adj,n,negative
weaksubj,wildly,adverb,n,negative
strongsubj,wiles,noun,n,negative
strongsubj,wilt,verb,y,negative
strongsubj,wily,adj,n,negative
strongsubj,wince,verb,y,negative
weaksubj,withheld,verb,n,negative
weaksubj,withhold,verb,n,negative
strongsubj,woe,noun,n,negative
strongsubj,woebegone,adj,n,negative
strongsubj,woeful,adj,n,negative
strongsubj,woefully,anypos,n,negative
weaksubj,worn,adj,n,negative
weaksubj,worn,verb,y,negative
strongsubj,worried,adj,n,negative
strongsubj,worriedly,adverb,n,negative
strongsubj,worrier,noun,n,negative
strongsubj,worries,adj,n,negative
strongsubj,worries,noun,n,negative
strongsubj,worrisome,adj,n,negative
strongsubj,worry,adj,n,negative
strongsubj,worry,noun,n,negative
strongsubj,worry,verb,y,negative
strongsubj,worrying,anypos,y,negative
strongsubj,worryingly,anypos,n,negative
strongsubj,worse,adj,n,negative
strongsubj,worsen,anypos,y,negative
strongsubj,worsening,anypos,y,negative
strongsubj,worst,adj,n,negative
strongsubj,worthless,adj,n,negative
strongsubj,worthlessly,anypos,n,negative
strongsubj,worthlessness,noun,n,negative
strongsubj,wound,adj,n,negative
strongsubj,wound,noun,n,negative
weaksubj,wound,verb,y,negative
weaksubj,wounds,adj,n,negative
weaksubj,wounds,noun,n,negative
strongsubj,wrangle,verb,y,negative
strongsubj,wrath,noun,n,negative
weaksubj,wreck,noun,n,negative
weaksubj,wreck,verb,y,negative
strongsubj,wrest,verb,y,negative
weaksubj,wrestle,verb,y,negative
strongsubj,wretch,noun,n,negative
strongsubj,wretched,adj,n,negative
strongsubj,wretchedly,anypos,n,negative
strongsubj,wretchedness,noun,n,negative
weaksubj,writhe,verb,y,negative
weaksubj,wrong,adj,n,negative
weaksubj,wrong,anypos,y,negative
weaksubj,wrongful,adj,n,negative
strongsubj,wrongly,anypos,y,negative
weaksubj,wrought,adj,n,negative
weaksubj,wrought,noun,n,negative
strongsubj,yawn,noun,n,negative
strongsubj,yawn,verb,y,negative
strongsubj,yelp,verb,y,negative
strongsubj,zealot,noun,n,negative
strongsubj,zealous,adj,n,negative
strongsubj,zealously,anypos,n,negative
strongsubj,false,adj,n,negative
strongsubj,false,anypos,n,negative
strongsubj,absolute,adj,n,neutral
strongsubj,absolutely,adj,n,neutral
weaksubj,absorbed,verb,n,neutral
strongsubj,accentuate,verb,y,neutral
strongsubj,activist,adj,n,neutral
strongsubj,activist,noun,n,neutral
strongsubj,actual,anypos,n,neutral
strongsubj,actuality,anypos,n,neutral
strongsubj,actually,anypos,n,neutral
strongsubj,adolescents,adj,n,neutral
strongsubj,adolescents,noun,n,neutral
